timestamp_created,timestamp_post_sentiment,entry_price_created,entry_price_post_sentiment,entry_price_post_sentiment_5,exit_price_post,exit_price_post_5,exit_timestamp_post,exit_timestamp_post_5,exit_reason_post,exit_reason_post_5,action,post_text,source,match_method,match_score
2025-10-24 11:29:05,2025-10-24 11:29:14.417000+00:00,191.53,191.53,191.62,190.87,190.93,2025-10-24 11:33:32,2025-10-24 11:33:31,stop_loss,stop_loss,LONG,"THE UNITED STATES IS WEALTHY, POWERFUL, AND NATIONALLY SECURE AGAIN, ALL BECAUSE OF TARIFFS! THE MOST IMPORTANT CASE EVER IS IN THE UNITED STATES SUPREME COURT. GOD BLESS AMERICA!!!",Donald J. Trump,exact_normalized,100.0
2025-10-10 21:02:58,2025-10-10 21:03:02.487000+00:00,197.49,197.84,197.68,198.53,198.45,2025-10-10 21:03:26,2025-10-10 21:03:18,stop_loss,stop_loss,SHORT,"TRUMP: UNITED STATES OF AMERICA WILL IMPOSE A TARIFF OF 100% ON CHINA, OVER AND ABOVE ANY TARIFF THAT THEY ARE CURRENTLY PAYING",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 12:44:13,2025-10-25 12:44:20.049000+00:00,193.43,193.41,193.53,193.83,193.88,2025-10-25 12:59:20,2025-10-25 12:59:25,hold_time,hold_time,LONG,"Congressman Mike Ezell is a fantastic Representative for the wonderful People of Mississippi’s 4th Congressional District!   As the former Sheriff of Jackson County, and now, Highly Respected U.S. Congressman, Mike strongly supports our incredible Law Enforcement, Military, and Veterans, and knows the Wisdom and Courage it takes to Ensure LAW AND ORDER. In Congress, he is working tirelessly to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, and Defend our always under siege Second Amendment.   Mike Ezell has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-09 16:56:46,2025-10-09 16:56:50.863000+00:00,218.03,218.0,217.92,217.28,217.2,2025-10-09 16:58:40,2025-10-09 16:58:43,stop_loss,stop_loss,LONG,"BRENT, US CRUDE FUTURES FALL BY OVER $1 AFTER GAZA CEASEFIRE DEAL",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-24 03:15:50,2025-10-24 03:15:58.827000+00:00,191.72,191.76,191.73,191.46,191.44,2025-10-24 03:30:58,2025-10-24 03:31:03,hold_time,hold_time,SHORT,"The Ronald Reagan Foundation has just announced that Canada has fraudulently used an advertisement, which is FAKE, featuring Ronald Reagan speaking negatively about Tariffs. The ad was for $75,000,000. They only did this to interfere with the decision of the U.S. Supreme Court, and other courts. TARIFFS ARE VERY IMPORTANT TO THE NATIONAL SECURITY, AND ECONOMY, OF THE U.S.A. Based on their egregious behavior, ALL TRADE NEGOTIATIONS WITH CANADA ARE HEREBY TERMINATED. Thank you for your attention to this matter! President DJT",Donald J. Trump,exact_normalized,100.0
2025-10-08 14:57:35,2025-10-08 14:57:42.565000+00:00,219.59,219.57,219.63,221.01,220.99,2025-10-08 15:12:42,2025-10-08 15:12:47,hold_time,hold_time,LONG,"Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional District!   As a Senior Member of the House Committee on Foreign Affairs, Chris is fighting tirelessly to advance our America First Agenda. He is working hard to Grow our Economy, Create GREAT Jobs, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Help Secure our already Secure Border, Strengthen our Military/Veterans, Defend our always under siege Second Amendment, and Ensure PEACE THROUGH STRENGTH.   Chris Smith has my Complete and Total Endorsement for Re-Election — HE WILL NOT LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-09-30 15:54:43,2025-09-30 15:54:46.800000+00:00,205.56,205.55,205.65,205.01,204.97,2025-09-30 16:09:46,2025-09-30 16:09:31,hold_time,stop_loss,LONG,TRUMP: PFIZER TO INVEST $70B IN US,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 12:54:52,2025-10-25 12:54:53.342000+00:00,193.8,193.8,193.8,193.11,193.11,2025-10-25 13:07:48,2025-10-25 13:07:48,stop_loss,stop_loss,LONG,"Congressman Jack Bergman is a Tremendous Champion for the Great People of Michigan's 1st Congressional District!   A retired Lieutenant General of the U.S. Marine Corps, Jack bravely served our Nation in combat, and continues to make our Country proud in Congress. Jack is fighting tirelessly to Champion our Amazing Farmers and Ranchers, Advocate for the Working Men and Women of Michigan, Promote MADE IN THE U.S.A., Cut Taxes and Regulations, Advance American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment.   Jack Bergman has my Complete and Total Endorsement – HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-09-30 13:56:23,2025-09-30 13:56:25.980000+00:00,208.0,208.04,208.06,207.34,207.34,2025-09-30 14:00:51,2025-09-30 14:00:51,stop_loss,stop_loss,LONG,🚨 TRUMP: I'VE COMMITTED TO SPENDING OVER $1T ON MILITARY IN 2026,Twitter WalterBloomberg,exact_normalized,100.0
2025-09-29 12:56:03,2025-09-29 12:56:10.158000+00:00,205.74,205.57,205.52,205.19,205.1,2025-09-29 13:11:10,2025-09-29 13:11:15,hold_time,hold_time,SHORT,"Our movie making business has been stolen from the United States of America, by other Countries, just like stealing “candy from a baby.” California, with its weak and incompetent Governor, has been particularly hard hit! Therefore, in order to solve this long time, never ending problem, I will be imposing a 100% Tariff on any and all movies that are made outside of the United States. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN! President DJT",Donald J. Trump,exact_normalized,100.0
2025-10-10 20:50:01,2025-10-10 20:50:11.517000+00:00,207.01,206.35,205.8,197.75,197.43,2025-10-10 21:05:11,2025-10-10 21:05:16,hold_time,hold_time,SHORT,"It has just been learned that China has taken an extraordinarily aggressive position on Trade in sending an extremely hostile letter to the World, stating that they were going to, effective November 1st, 2025, impose large scale Export Controls on virtually every product they make, and some not even made by them. This affects ALL Countries, without exception, and was obviously a plan devised by them years ago. It is absolutely unheard of in International Trade, and a moral disgrace in dealing with other Nations.

Based on the fact that China has taken this unprecedented position, and speaking only for the U.S.A., and not other Nations who were similarly threatened, starting November 1st, 2025 (or sooner, depending on any further actions or changes taken by China), the United States of America will impose a Tariff of 100% on China, over and above any Tariff that they are currently paying. Also on November 1st, we will impose Export Controls on any and all critical software.

It is impossible to believe that China would have taken such an action, but they have, and the rest is History. Thank you for your attention to this matter!

DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA",Donald J. Trump,fuzzy,97.99833194328608
2025-10-22 16:30:49,2025-10-22 16:30:56.602000+00:00,182.89,182.9,182.56,183.51,183.25,2025-10-22 16:33:50,2025-10-22 16:31:18,stop_loss,stop_loss,SHORT,"🚨 TRUMP ADMINISTRATION CONSIDERING PLAN TO RESTRICT GLOBALLY PRODUCED EXPORTS TO CHINA MADE WITH OR CONTAINING U.S. SOFTWARE, SOURCES SAY Walter Bloomberg",Twitter deitaone,fuzzy,94.15807560137456
2025-10-07 16:15:41,2025-10-07 16:15:48.313000+00:00,222.94,223.06,222.98,223.03,223.05,2025-10-07 16:30:48,2025-10-07 16:30:53,hold_time,hold_time,SHORT,TRUMP: INSURRECTION ACT HAS BEEN INVOKED BEFORE,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-03 11:34:07,2025-10-03 11:34:10.058000+00:00,229.93,229.91,229.84,230.68,230.62,2025-10-03 11:40:47,2025-10-03 11:40:18,stop_loss,stop_loss,SHORT,TRUMP ADMIN. FREEZES $2.1B IN CHICAGO INFRASTRUCTURE PROJECTS,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-03 19:51:26,2025-10-03 19:51:30.567000+00:00,233.57,233.57,233.66,232.76,232.87,2025-10-03 20:00:20,2025-10-03 19:59:17,stop_loss,stop_loss,LONG,"HAMAS SAYS IT AGREES TO RELEASE ALL ISRAELI HOSTAGES, ALIVE OR BODIES, UNDER TRUMP’S GAZA PROPOSAL – STATEMENT",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-07 12:52:46,2025-10-07 12:53:20.066000+00:00,230.49,230.11,230.25,230.6,230.62,2025-10-07 13:08:20,2025-10-07 13:08:25,hold_time,hold_time,LONG,"VOTE TODAY! It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District.   A West Point Graduate, and Combat Decorated Army Helicopter Pilot, Matt knows the WISDOM and COURAGE required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Matt will work hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes, Promote MADE IN THE U.S.A., Champion School Choice, Unleash American Energy DOMINANCE, and Defend our always under siege Second Amendment. He is strongly supported by my good friend, Congressman Jim Jordan, and many other highly respected MAGA Warriors!   Matt Van Epps has my Complete and Total Endorsement to be the next Congressman from Tennessee’s 7th Congressional District — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-09-29 18:12:42,2025-09-29 18:12:45.655000+00:00,209.62,209.58,209.66,209.5,209.49,2025-09-29 18:27:45,2025-09-29 18:27:50,hold_time,hold_time,LONG,"WHITE HOUSE UNVEILS TRUMP’S PLAN TO END GAZA WAR

The White House outlined President Trump’s proposal for an immediate ceasefire and a political path forward:

🔸 Peace framework: U.S. to broker dialogue between Israel and Palestinians for long-term coexistence.

🔸 Hostages & prisoners: All hostages (alive and deceased) to be returned within 72 hours of Israel’s acceptance; in return, Israel to release 250 life-sentence prisoners and 1,700 detainees.

🔸 Ceasefire terms: All military operations suspended; IDF withdrawal tied to demilitarization milestones.

🔸 Gaza’s future: To become a “deradicalized, terror-free zone” under temporary Palestinian technocratic governance with international stabilization forces.

🔸 Hamas role: No role in Gaza governance; members who disarm may receive amnesty or safe passage abroad.

🔸 Aid & rebuilding: Immediate humanitarian aid, unrestricted distribution through the UN/Red Crescent, creation of a Special Economic Zone, and a Trump-led economic development plan to rebuild Gaza.

🔸 Guarantees: Israel will not occupy or annex Gaza; residents remain free to stay, leave, or return.",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-21 20:55:15,2025-10-21 20:55:18.501000+00:00,191.69,191.69,191.8,191.39,191.37,2025-10-21 21:10:18,2025-10-21 21:10:23,hold_time,hold_time,LONG,TRUMP ADMINISTRATION IS PLANNING TO RELEASE MORE THAN $3 BILLION  TO U.S. FARMERS IN AID FROZEN BY SHUTDOWN - WSJ,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-08 22:51:35,2025-10-08 22:51:49.180000+00:00,229.03,228.91,228.91,228.15,228.15,2025-10-08 23:06:33,2025-10-08 23:06:33,stop_loss,stop_loss,LONG,"I am very proud to announce that Israel and Hamas have both signed off on the first Phase of our Peace Plan. This means that ALL of the Hostages will be released very soon, and Israel will withdraw their Troops to an agreed upon line as the first steps toward a Strong, Durable, and Everlasting Peace. All Parties will be treated fairly! This is a GREAT Day for the Arab and Muslim World, Israel, all surrounding Nations, and the United States of America, and we thank the mediators from Qatar, Egypt, and Turkey, who worked with us to make this Historic and Unprecedented Event happen. BLESSED ARE THE PEACEMAKERS!

DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA",Donald J. Trump,fuzzy,97.61904761904762
2025-10-18 18:54:39,2025-10-18 18:54:42.122000+00:00,185.84,185.86,185.74,186.16,186.2,2025-10-18 19:09:42,2025-10-18 19:09:47,hold_time,hold_time,SHORT,"TRUMP SHIFTS VENEZUELA MISSION TO REGIME CHANGE

U.S. President Donald Trump has redirected a Caribbean military buildup to pressure Venezuelan leader Nicolás Maduro to step down.

The deployment, first described as anti-drug, is now seen as a push for regime change. It began with strikes on Venezuelan vessels accused of drug trafficking.

Source: Financial Times",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-22 06:00:05,2025-10-22 06:00:08.956000+00:00,184.45,184.31,184.07,184.31,184.38,2025-10-22 06:15:08,2025-10-22 06:15:13,hold_time,hold_time,SHORT,*UK SEPT. CONSUMER PRICES UNCHANGED M/M; EST. +0.2% [UK CPI MoM],Economic Event,exact_normalized,100.0
2025-09-29 03:15:20,2025-09-29 03:15:28.676000+00:00,209.14,209.14,209.05,209.43,209.4,2025-09-29 03:30:28,2025-09-29 03:30:33,hold_time,hold_time,SHORT,"Hard to watch the new NFL kickoff. It’s wrong on every level. They should end it, immediately. Bad for the game of football! President DJT",Donald J. Trump,exact_normalized,100.0
2025-10-06 17:22:13,2025-10-06 17:22:16.749000+00:00,236.91,236.87,236.93,236.04,236.13,2025-10-06 17:34:55,2025-10-06 17:34:51,stop_loss,stop_loss,LONG,WHITE HOUSE: TRUMP READY TO SIGN BILL TO REOPEN GOVERNMENT AS SOON AS ITS SENT TO HIS DESK,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-22 20:44:17,2025-10-22 20:44:19.071000+00:00,180.54,180.53,180.44,179.72,179.87,2025-10-22 20:59:19,2025-10-22 20:59:24,hold_time,hold_time,SHORT," *US SANCTIONS RUSSIA'S ROSNEFT, LUKOIL OIL COS",TradFi,exact_raw,100.0
2025-10-22 16:30:49,2025-10-22 16:30:52.807000+00:00,182.89,182.75,182.81,183.38,183.46,2025-10-22 16:33:22,2025-10-22 16:33:25,stop_loss,stop_loss,SHORT,"🚨 TRUMP ADMINISTRATION CONSIDERING PLAN TO RESTRICT GLOBALLY PRODUCED EXPORTS TO CHINA MADE WITH OR CONTAINING U.S. SOFTWARE, SOURCES SAY",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-16 18:36:33,2025-10-16 18:36:36.760000+00:00,188.02,188.02,188.12,188.54,188.48,2025-10-16 18:51:36,2025-10-16 18:51:41,hold_time,hold_time,LONG,🚨 U.S. AND INDIA HAVE HAD PRODUCTIVE DISCUSSIONS THAT HAVE LED INDIA TO ALREADY CUT RUSSIA OIL IMPORTS BY 50% - WHITE HOUSE OFFICIAL,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-03 13:45:19,2025-10-03 13:45:22.882000+00:00,229.86,229.89,230.1,229.12,229.32,2025-10-03 14:00:08,2025-10-03 14:00:03,stop_loss,stop_loss,LONG,"*US S&amp;P SEPT. COMPOSITE PMI AT 53.9 VS 53.6 PRIOR

*US S&amp;P SEPT. SERVICES PMI AT 54.2 VS 53.9 PRIOR",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 04:52:51,2025-10-25 04:52:56.635000+00:00,194.31,194.27,194.34,194.21,194.22,2025-10-25 05:07:56,2025-10-25 05:08:01,hold_time,hold_time,LONG,"Congressman Jake Ellzey is an America First Patriot who is doing an incredible job representing Texas’ 6th Congressional District!   A former Navy fighter pilot and Combat Veteran, Jake knows the Wisdom and Courage required to Defend our Country, Support our Brave Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, he is working hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Cut Taxes and Regulations, Unleash American Energy DOMINANCE, Promote MADE IN THE U.S.A., Grow our Economy, and Protect our always under siege Second Amendment.   Jake Ellzey has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-14 16:38:20,2025-10-14 16:38:24.080000+00:00,203.3,203.22,203.07,203.9,203.78,2025-10-14 16:49:48,2025-10-14 16:49:35,stop_loss,stop_loss,SHORT,FED'S POWELL: A RISK THAT SLOW PASS THROUGH OF TARIFFS STARTS TO LOOK LIKE PERSISTENT INFLATION,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-22 19:07:15,2025-10-22 19:07:18.699000+00:00,182.12,182.07,182.18,181.72,181.52,2025-10-22 19:22:18,2025-10-22 19:16:52,hold_time,stop_loss,LONG,THE TRUMP ADMINISTRATION HAS LIFTED A KEY RESTRICTION ON UKRAINE’S USE OF SOME LONG-RANGE MISSILES PROVIDED BY WESTERN ALLIES,Twitter WalterBloomberg,exact_normalized,100.0
2025-09-29 18:28:26,2025-09-29 18:28:30.606000+00:00,209.62,209.64,209.65,209.88,209.92,2025-09-29 18:43:30,2025-09-29 18:43:35,hold_time,hold_time,LONG,TRUMP: ONE OF THE GREATEST DAYS EVER IN CIVILIZATION,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-21 21:12:03,2025-10-21 21:12:06.518000+00:00,191.45,191.41,191.25,189.07,189.5,2025-10-21 21:27:06,2025-10-21 21:27:11,hold_time,hold_time,SHORT,"*TRUMP: AS OF NOV. 1, TARIFFS ON CHINA WILL BE ABOUT 155%

*TRUMP: HIGHER TARIFFS ON CHINA WON'T BE SUSTAINABLE FOR THEM",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-04 20:02:27,2025-10-04 20:02:32.923000+00:00,227.08,227.11,227.11,227.41,227.39,2025-10-04 20:17:32,2025-10-04 20:17:37,hold_time,hold_time,LONG,"After negotiations, Israel has agreed to the initial withdrawal line, which we have shown to, and shared with, Hamas. When Hamas confirms, the Ceasefire will be IMMEDIATELY effective, the Hostages and Prisoner Exchange will begin, and we will create the conditions for the next phase of withdrawal, which will bring us close to the end of this 3,000 YEAR CATASTROPHE. Thank you for your attention to this matter and, STAY TUNED!",Donald J. Trump,exact_normalized,100.0
2025-09-29 13:05:44,2025-09-29 13:05:47.651000+00:00,205.14,205.11,205.04,205.8,205.73,2025-09-29 13:14:26,2025-09-29 13:14:22,stop_loss,stop_loss,SHORT,🚨 TRUMP: WILL IMPOSING SUBSTANTIAL TARIFFS ON FURNITURE,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-12 12:14:35,2025-10-12 12:14:42.963000+00:00,182.13,182.15,182.05,182.8,182.67,2025-10-12 12:28:17,2025-10-12 12:27:30,stop_loss,stop_loss,SHORT,"ASKED IF TRUMP IS CONSIDERING INVOKING INSURRECTION ACT, VANCE SAYS  'PRESIDENT LOOKING AT ALL HIS OPTIONS'",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 04:52:41,2025-10-25 04:52:46.297000+00:00,194.14,194.17,194.31,194.21,194.21,2025-10-25 05:07:46,2025-10-25 05:07:51,hold_time,hold_time,LONG,"Congressman Lance Gooden is an America First Patriot, who is doing a fantastic job representing Texas’ 5th Congressional District!   A MAGA Warrior, who has been with us from the very beginning, Lance is working hard to Grow our Economy, Cut Taxes and Regulations, Advance American Energy DOMINANCE, Promote MADE IN THE U.S.A., Keep our now very Secure Border, SECURE, Support our Military/Veterans, and Protect our always under siege Second Amendment.   Lance Gooden has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-25 12:46:36,2025-10-25 12:46:50.530000+00:00,193.86,193.85,193.84,193.59,193.59,2025-10-25 13:01:50,2025-10-25 13:01:55,hold_time,hold_time,LONG,"Congressman Mike Haridopolos is an America First Patriot who is doing a fantastic job representing Florida’s 8th Congressional District!   A former Teacher, successful Businessman, and now, as U.S. Congressman, Mike has strongly served his Community with a career “loaded up” with accolades and wins. In Congress, he is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment.   Mike Haridopolos has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-24 08:30:00,2025-10-24 08:30:02.017000+00:00,192.29,192.25,192.38,193.34,193.23,2025-10-24 08:45:02,2025-10-24 08:45:07,hold_time,hold_time,LONG,*UK OCT. COMPOSITE PMI AT 51.1; EST. 50.6 [UK Composite PMI Flash],Economic Event,exact_normalized,100.0
2025-10-22 19:01:32,2025-10-22 19:01:34.460000+00:00,181.29,181.15,180.96,181.64,181.72,2025-10-22 19:16:34,2025-10-22 19:16:39,hold_time,hold_time,LONG,U.S. Lifts Key Restriction on Ukraine's Use of Western Long-Range Missiles -- WSJ,DJ,exact_raw,100.0
2025-10-22 21:42:02,2025-10-22 21:42:05.096000+00:00,178.38,178.37,178.53,177.76,177.93,2025-10-22 21:44:24,2025-10-22 21:44:12,stop_loss,stop_loss,LONG,TRUMP SAYS PUTIN MENTIONED NUCLEAR DEESCLATION AND I'M FINE WITH THAT,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-12 21:07:39,2025-10-12 21:07:41.660000+00:00,196.34,196.35,196.47,197.03,197.0,2025-10-12 21:22:41,2025-10-12 21:22:46,hold_time,hold_time,LONG,TRUMP: CEASEFIRE IS GOING TO HOLD,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-01 17:37:14,2025-10-01 17:37:24.503000+00:00,219.23,219.16,219.09,217.91,218.03,2025-10-01 17:52:24,2025-10-01 17:52:29,hold_time,hold_time,SHORT,"The Governor of Oregon must be living in a “Dream World.” Portland is a NEVER-ENDING DISASTER. Many people have been badly hurt, and even killed. It is run like a Third World Country. We’re only going in because, as American Patriots, WE HAVE NO CHOICE. LAW AND ORDER MUST PREVAIL IN OUR CITIES, AND EVERYWHERE ELSE!",Donald J. Trump,exact_normalized,100.0
2025-10-24 13:45:32,2025-10-24 13:45:35.993000+00:00,191.72,191.78,191.84,191.1,191.1,2025-10-24 13:48:48,2025-10-24 13:48:48,stop_loss,stop_loss,LONG,"*US S&amp;P OCT. MANUFACTURING PMI AT 52.2; EST. 52.0

*US S&amp;P OCT. SERVICES PMI AT 55.2; EST. 53.5

*US S&amp;P OCT. COMPOSITE PMI AT 54.8; PREV. 53.9",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-08 01:26:45,2025-10-08 01:27:00.004000+00:00,221.86,221.91,221.81,221.65,221.54,2025-10-08 01:42:00,2025-10-08 01:42:05,hold_time,hold_time,SHORT,"Sanctimonious Richard “Da Nang Dick” Blumenthal, perhaps the biggest “joke” in the United States Senate, is at it again! “Dick” lied until the midpoint of his political career, convincing everyone, in particular the Fake News Media, that he was a great “War Hero” who lived on the precipice of death in the jungles of Vietnam. He would talk about his life in the military in almost every speech, in particular the death defying dangers he faced in his many years “fight for freedom” while in Vietnam. He stated that “the battles were violent and long, but there was no going back” - And then it happened, Blumenthal was found out to be a FRAUD. The soldiers in his so-called “platoon” came forward and said that they had no idea who this guy was. He was revealed, broke down and admitted, tears flowing from his eyes, that he LIED, a Whopper, one that lasted 20 year. This guy shouldn’t even be in the U.S. Senate. It should be investigated, and Justice should be sought. Right now there is a Congressman sitting in prison for lying about his past during a campaign. Well, those lies were nothing compared to those of Richard “Da Nang Dick” Blumenthal, perhaps the greatest phony in the history of the United States Senate. He should be allowed to speak no longer!",Donald J. Trump,exact_normalized,100.0
2025-10-25 12:45:07,2025-10-25 12:45:10.903000+00:00,193.85,193.83,193.89,193.83,193.83,2025-10-25 13:00:10,2025-10-25 13:00:15,hold_time,hold_time,LONG,"Congressman Andy Ogles is doing a fantastic job representing the incredible people of Tennessee’s 5th Congressional District!   Andy is a Conservative Warrior who has strong support from his Community. In Congress, he is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A. and American Energy DOMINANCE, Safeguard our Elections, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment.   Andy Ogles my Complete and Total Endorsement for Re-Election – HE WILL NOT LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-10 02:15:14,2025-10-10 02:15:25.068000+00:00,220.71,220.72,220.88,221.15,221.15,2025-10-10 02:30:25,2025-10-10 02:30:30,hold_time,hold_time,LONG,Thank you Washington Post. Wow!!! https://www.washingtonpost.com/opinions/2025/10/09/gaza-ceasefire-deal-trump-nobel-prize/,Donald J. Trump,exact_normalized,100.0
2025-10-04 20:05:51,2025-10-04 20:05:54.250000+00:00,227.06,227.06,227.07,227.42,227.42,2025-10-04 20:20:54,2025-10-04 20:20:59,hold_time,hold_time,LONG,"TRUMP: WHEN HAMAS CONFIRMS, CEASEFIRE WILL BE IMMEDIATELY EFFECTIVE, HOSTAGES AND PRISONER EXCHANGE WILL BEGIN",Twitter WalterBloomberg,exact_normalized,100.0
2025-09-29 12:59:56,2025-09-29 12:59:59.281000+00:00,205.32,205.22,205.29,205.9,205.8,2025-09-29 13:14:30,2025-09-29 13:15:04,stop_loss,hold_time,SHORT,TRUMP ON TRUTH SOCIAL SAYS HE WILL IMPOST 100% TARIFF ON 'ANY AND ALL MOVIES' MADE OUTSIDE OF U.S.,Twitter WalterBloomberg,exact_normalized,100.0
2025-11-03 20:33:33,2025-10-25 04:51:51.689000+00:00,166.13,193.61,193.72,194.12,194.12,2025-10-25 05:06:51,2025-10-25 05:06:56,hold_time,hold_time,LONG,"Congresswoman Nicole Malliotakis is a Tremendous Champion for New York’s 11th Congressional District!   As a Member of the POWERFUL House Appropriations Committee, Nicole knows the America First Policies required to Create GREAT Jobs, Cut Taxes and Regulations, and Champion our Nation’s Golden Age. She is working hard to Advance American Energy DOMINANCE, Promote MADE IN THE U.S.A., Keep our now very Secure Border, SECURE, Strengthen our Brave Military/Veterans, Champion the Incredible NYPD and NYFD, and Protect our always under siege Second Amendment.   Nicole Malliotakis has my Complete and Total Endorsement for Re-Election — SHE WILL NEVER LET YOU DOWN!",Donald J. Trump,fuzzy,97.11246200607903
2025-10-04 20:05:33,2025-10-04 20:05:36.558000+00:00,227.06,227.06,227.06,227.43,227.44,2025-10-04 20:20:36,2025-10-04 20:20:41,hold_time,hold_time,LONG,"TRUMP: WHEN HAMAS CONFIRMS, CEASEFIRE WILL BE IMMEDIATELY EFFECTIVE",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-12 06:45:25,2025-10-12 06:45:29.361000+00:00,182.02,181.94,181.77,182.36,182.37,2025-10-12 07:00:29,2025-10-12 06:59:38,hold_time,stop_loss,SHORT,"CHINA: ‘NOT AFRAID’ OF TRADE WAR WITH US

China’s Ministry of Commerce said it does not seek a trade war with the U.S. but is “not afraid of it.”
Beijing urged Washington to “correct its wrong practices” and respect agreements made between their leaders.
If not, China warned it would take “resolute measures” to defend its interests.

This comes after U.S. President Donald Trump announced a 100% tariff on Chinese goods yesterday.",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 04:53:28,2025-10-25 04:53:48.264000+00:00,194.3,194.26,194.24,194.12,194.12,2025-10-25 05:08:48,2025-10-25 05:08:53,hold_time,hold_time,LONG,"Congressman Brian Babin, D.D.S, is an incredible Representative of Texas’ 36th Congressional District!   As the Highly Respected Chairman of the House Science Committee, Brian is fighting hard to Grow our Economy, Cut Taxes and Regulations, Champion American Energy DOMINANCE, Promote MADE IN THE U.S.A., Keep our now very Secure Border, SECURE, Strongly Support Law Enforcement and our Military, Deliver Quality Care to our Brave Veterans, and Protect our always under siege Second Amendment.   Brian Babin has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-24 13:17:35,2025-10-24 13:17:39.438000+00:00,193.72,193.69,193.79,193.05,193.14,2025-10-24 13:30:19,2025-10-24 13:30:00,stop_loss,stop_loss,LONG,"BITCOIN JUMPS ON SOFTER U.S. INFLATION, BOOSTING RATE-CUT BETS

Bitcoin rose to $111,992 after September U.S. inflation came in lower than expected: 3.0% annual, versus the 3.1% forecast, with core inflation easing to 3.0%. B. Riley strategist Art Hogan says the report keeps the Fed on track for an Oct. 29 rate cut.",Twitter WalterBloomberg,exact_normalized,100.0
