Entry_Time,Coin,Side,Entry_Price,Exit_Price,Return_Pct,Raw_PnL,Exit_Time,Duration,Size_Matched,Outlier
2025-10-25 04:52:00,SOL,Long,193.8276859,193.5202057,-0.158635818,-3425.070421,2025-10-25 05:11:00,0:19:22,11139.16,True
2025-10-25 04:51:00,SOL,Long,193.6835934,193.5202057,-0.084358014,-1821.035217,2025-10-25 05:11:00,0:19:42,11145.49,True
2025-10-26 04:58:00,SOL,Short,192.7781869,193.5978318,-0.42517512,-19860.0694,2025-10-26 06:05:00,1:07:48,24230.09,True
2025-10-25 12:43:00,SOL,Long,193.4609147,192.552177,-0.469726753,-40.06624403,2025-10-25 14:05:00,1:22:01,44.090000000000146,True
2025-10-25 12:43:00,SOL,Long,193.3335551,192.552177,-0.404160585,-8725.515587,2025-10-25 14:05:00,1:22:05,11166.83,True
2025-10-25 12:45:00,SOL,Long,193.9347001,192.1157403,-0.937923825,-18998.54354,2025-10-25 14:10:00,1:24:51,10444.73,True
2025-10-25 12:44:00,SOL,Long,193.8378288,192.1157403,-0.888417139,-19182.61927,2025-10-25 14:10:00,1:25:06,11139.16,True
2025-10-25 12:44:00,SOL,Long,193.7359748,192.1157403,-0.836310589,-18061.1101,2025-10-25 14:10:00,1:25:18,11147.22,True
2025-10-25 12:44:00,SOL,Long,193.5250024,192.1157403,-0.728206723,-15719.09244,2025-10-25 14:10:00,1:25:43,11154.13,True
2025-10-25 12:43:00,SOL,Long,193.4609147,192.1157403,-0.695321004,-14961.24463,2025-10-25 14:10:00,1:26:17,11122.16,True
2025-10-14 23:26:00,SOL,Long,202.898289,203.0619672,0.080670048,1703.8976993824556,2025-10-15 01:50:00,2:23:24,10410.05,True
2025-10-12 12:14:00,SOL,Short,182.113589,186.8426835,-2.596782863,-11982.62686,2025-10-12 14:52:00,2:37:49,2533.81,True
2025-10-12 12:14:00,SOL,Short,182.113589,186.752071,-2.54702682,-47012.12784,2025-10-12 14:52:00,2:37:56,10135.24,True
